C/H,Mg/H,Si/H,O/H,Fe/H,S/H,He/H,N/H,mass,name
0.0004085722472491687,3.992595379365002e-05,4.377835075916838e-05,0.0006625878739255795,3.5622478902624424e-05,1.626498630495911e-05,0.08066027846926598,0.00010746332110854101,0.5,16
0.0004329651490163869,4.231085350046228e-05,4.639441846013483e-05,0.0007022332582578912,3.856620421163472e-05,1.7236459167270475e-05,0.08076625576357571,0.00011388195379279442,0.5,17
0.0004588412652832054,4.484184423582963e-05,4.9162263165998265e-05,0.0007441836632124098,4.175318936560401e-05,1.8266330163712275e-05,0.08087880716350035,0.00012068818949219343,0.5,18
0.00048624854675255604,4.751884075562473e-05,5.210940767242745e-05,0.0007886332584150189,4.520353656360243e-05,1.9358626890803763e-05,0.08099840197922258,0.00012789962129807964,0.5,19
0.0005153108064874694,5.0358376689149546e-05,5.52184562438358e-05,0.0008357498364937434,4.893900918477494e-05,2.051402859227111e-05,0.08112547884710133,0.00013553361103871774,0.5,20
0.0005461110863602044,5.337083411051429e-05,5.8515172873543095e-05,0.000885746428939343,5.298316906283709e-05,2.174114865801229e-05,0.0812606436076484,0.0001436409944483964,0.5,21
0.0005787146634856584,5.655561218357168e-05,6.201508337569472e-05,0.000938552413591875,5.736152510448679e-05,2.304051098568713e-05,0.08140401509985977,0.00015222144238763118,0.5,22
0.0006133590452780316,5.9937483125842675e-05,6.572130831638078e-05,0.000994760699834117,6.210169418915616e-05,2.4414869960233924e-05,0.0815567799562738,0.00016130263638623895,0.5,23
0.0006499076747564539,6.351052758807182e-05,6.96399480923375e-05,0.0010540872693846689,6.723357536499336e-05,2.587660710072025e-05,0.08171870972379282,0.00017097033489167336,0.5,24
0.000688903751086601,6.731862525075725e-05,7.38053068358193e-05,0.001117175971622613,7.278953843983151e-05,2.7421747501214102e-05,0.08189134121254463,0.00018115019939111447,0.5,25
0.0007299209841563311,7.133822780704183e-05,7.821636919833844e-05,0.0011840394478867264,7.880462815669913e-05,2.9064028735654184e-05,0.08207463013147874,0.00019202483654858388,0.5,26
0.000773630190872181,7.560410289508835e-05,8.288963767148048e-05,0.001254836017206047,8.53167852417281e-05,3.079635047385321e-05,0.08226949104579692,0.00020343866755906826,0.5,27
0.0008198484788911257,8.012181071556665e-05,8.784227254627838e-05,0.0013300193850890223,9.236708571873862e-05,3.2634504774539536e-05,0.0824768162513095,0.0002155941149053058,0.5,28
0.0008687913672673637,8.489363056120887e-05,9.309641658143923e-05,0.0014089508111309243,0.00010000000000000002,3.458288906681396e-05,0.08269629508348333,0.0002285204215005671,0.5,29
0.0001614522683983092,1.5774235069716993e-05,1.7293609330087423e-05,0.0002618373974374137,1e-05,6.426157119045758e-06,0.07960630867608479,4.245922673720551e-05,0.5310344827586206,30
0.00017107245549603285,1.6717416916371102e-05,1.8330716510608534e-05,0.0002774813387535578,1.0826367338740546e-05,6.811047499146681e-06,0.0796466667193658,4.499119199500188e-05,0.5310344827586206,31
0.00018124859492939891,1.7716231661902746e-05,1.9423410791874512e-05,0.00029404252872126116,1.1721022975334803e-05,7.216998918659522e-06,0.07968946473320458,4.767964637513496e-05,0.5310344827586206,32
0.0001920838217580598,1.8777141749311853e-05,2.0583684254571484e-05,0.00031158406389171034,1.2689610031679222e-05,7.648268791632505e-06,0.07973496237913176,5.053177464909589e-05,0.5310344827586206,33
0.00020359443500596672,1.9896218001574726e-05,2.181201949233532e-05,0.00033014687111923845,1.373823795883263e-05,8.10532611247493e-06,0.07978326787390609,5.356514563267555e-05,0.5310344827586206,34
0.00021577894803428586,2.1087854312122774e-05,2.312319571976126e-05,0.00034996605580059673,1.4873521072935115e-05,8.590381369588105e-06,0.07983474555314196,5.675639016984964e-05,0.5310344827586206,35
0.00022867133668308772,2.2344094115383786e-05,2.450030454017551e-05,0.00037083827387690316,1.610262027560939e-05,9.104374618887599e-06,0.07988919276952523,6.0142261970645475e-05,0.5310344827586206,36
0.00024233813667904057,2.3681237694102816e-05,2.596501355039431e-05,0.0003929814437833269,1.743328822199988e-05,9.647234570896211e-06,0.07994707460656061,6.373552742072103e-05,0.5310344827586206,37
0.0002568272677832612,2.509451599154437e-05,2.751987729042182e-05,0.00041646129650313614,1.887391822135097e-05,1.022409845030893e-05,0.08000858028579343,6.754914038721939e-05,0.5310344827586206,38
0.0002721446310915839,2.659769306441552e-05,2.916013336399035e-05,0.00044138962124880553,2.043359717856942e-05,1.0834273590473986e-05,0.08007391120271254,7.158387831660824e-05,0.5310344827586206,39
0.0002884205360504457,2.818641683184215e-05,3.0902941804249724e-05,0.00046772438499268686,2.2122162910704494e-05,1.1481888339577594e-05,0.08014325380634872,7.586936354556185e-05,0.5310344827586206,40
0.00030563915611134316,2.9865395146599435e-05,3.27505319431205e-05,0.0004957197253942931,2.3950266199874856e-05,1.2168375145225158e-05,0.08021696755662475,8.03957923536402e-05,0.5310344827586206,41
0.000323906346272405,3.1655660893624137e-05,3.470697652058358e-05,0.0005253566677800022,2.5929437974046673e-05,1.289553445338677e-05,0.08029527229790066,8.519885912817245e-05,0.5310344827586206,42
0.00034325707420531016,3.3544995224633874e-05,3.678123187438872e-05,0.0005567665756333281,2.8072162039411774e-05,1.3666963606441213e-05,0.08037843846127742,9.028831425342912e-05,0.5310344827586206,43
0.00036377669386797475,3.5551579441787716e-05,3.898087598822981e-05,0.0005899916731188376,3.0391953823131972e-05,1.4482391666970882e-05,0.08046673534411386,9.568695137626475e-05,0.5310344827586206,44
0.0003855376905063507,3.7675168967767886e-05,4.130927730453547e-05,0.0006252349094252694,3.290344562312669e-05,1.5347555788165867e-05,0.08056058231664794,0.00010140252504507715,0.5310344827586206,45
0.0004085405729453402,3.9926481519422876e-05,4.3773664862578725e-05,0.0006625688814342068,3.5622478902624424e-05,1.6265305544406722e-05,0.08066021560928453,0.00010746303970349898,0.5310344827586206,46
0.0004329688069010379,4.2306617413824064e-05,4.639367677215121e-05,0.0007022144721650314,3.856620421163472e-05,1.7235821817723143e-05,0.0807662258448365,0.00011388342066296131,0.5310344827586206,47
0.00045884769395153346,4.483718838594927e-05,4.9165270116940914e-05,0.000744166108090519,4.175318936560401e-05,1.8267030942078753e-05,0.0808787978125718,0.00012069464750428777,0.5310344827586206,48
0.000486285685374944,4.7521221467437963e-05,5.2110389449289164e-05,0.000788591415694638,4.520353656360243e-05,1.9357673941383526e-05,0.08099838666902313,0.000127897889562336,0.5310344827586206,49
0.0005153173922133896,5.0358273633737266e-05,5.5222621655834314e-05,0.0008358144133034678,4.893900918477494e-05,2.0515103247745642e-05,0.08112558548452194,0.00013554003648538006,0.5310344827586206,50
0.0005460804368529396,5.336137154907535e-05,5.85157230254137e-05,0.0008857583011905627,5.298316906283709e-05,2.173980842074598e-05,0.0812605936447074,0.0001436266764908868,0.5310344827586206,51
0.0005787653165873738,5.6559557806030605e-05,6.201326116835402e-05,0.0009385151614446804,5.736152510448679e-05,2.3039734435203982e-05,0.08140402489772254,0.00015222811967903783,0.5310344827586206,52
0.0006133661059430672,5.9939581177222094e-05,6.571867888470308e-05,0.0009947581526425697,6.210169418915616e-05,2.4416177026035772e-05,0.08155680277114798,0.0001613188125139572,0.5310344827586206,53
0.0006500563577086472,6.352012256044533e-05,6.965401450166345e-05,0.0010541630618120625,6.723357536499336e-05,2.5875478338772294e-05,0.0817189615559573,0.0001709421240144968,0.5310344827586206,54
0.0006889357125488258,6.731848124215948e-05,7.382125086845087e-05,0.0011170193725618522,7.278953843983151e-05,2.7423892163900186e-05,0.08189128405188748,0.00018121351297863413,0.5310344827586206,55
0.000730049467489322,7.133029276047604e-05,7.821712797102753e-05,0.0011839170430701866,7.880462815669913e-05,2.9064406162624267e-05,0.08207456685607781,0.00019200857133042153,0.5310344827586206,56
0.0007735232952440322,7.559959582326703e-05,8.288760965599979e-05,0.00125459670464276,8.53167852417281e-05,3.0797168499177844e-05,0.08226918166757216,0.0002035337841067182,0.5310344827586206,57
0.0008198549506711761,8.012539704629892e-05,8.785678360131207e-05,0.0013295755468032036,9.236708571873862e-05,3.2639141111465486e-05,0.08247637624714332,0.00021565193359553402,0.5310344827586206,58
0.0008689727432014619,8.489867246402774e-05,9.308958900089953e-05,0.0014089900473239043,0.00010000000000000002,3.458587091613452e-05,0.08269652034110231,0.00022852212210870104,0.5310344827586206,59
0.00016145868875779568,1.577514303853993e-05,1.72967876363103e-05,0.0002617845627071417,1e-05,6.42600710032276e-06,0.07960625453117515,4.2457547487274595e-05,0.5620689655172414,60
0.00017108532413076972,1.671752003731091e-05,1.833353030782636e-05,0.0002774159367015795,1.0826367338740546e-05,6.808610416497053e-06,0.07964660046723196,4.499473043289967e-05,0.5620689655172414,61
0.00018127932365636794,1.7721562545249202e-05,1.9427424172653408e-05,0.00029399700647350543,1.1721022975334803e-05,7.218891250127251e-06,0.07968946100785357,4.768047157662162e-05,0.5620689655172414,62
0.00019215363488359814,1.8778501851706325e-05,2.0591099999851634e-05,0.0003116186454943063,1.2689610031679222e-05,7.649351551958726e-06,0.07973509337185186,5.0531292708226006e-05,0.5620689655172414,63
0.00020362539855657766,1.9897324292001465e-05,2.1814086476667066e-05,0.0003302086047283571,1.373823795883263e-05,8.105602382066357e-06,0.07978336188150593,5.354644566682736e-05,0.5620689655172414,64
0.0002157886656180059,2.1084676542973963e-05,2.311988394074549e-05,0.00034991967734141816,1.4873521072935115e-05,8.590555580524473e-06,0.07983468358231884,5.675666863376224e-05,0.5620689655172414,65
0.00022866139297831312,2.234773422917109e-05,2.4504399510383388e-05,0.0003708030902598666,1.610262027560939e-05,9.10266120994201e-06,0.07988915004847186,6.014182864795735e-05,0.5620689655172414,66
0.00024234133990670795,2.368261192365246e-05,2.5969017336457294e-05,0.0003930544648371618,1.743328822199988e-05,9.648347699653914e-06,0.07994718914326963,6.374005048518519e-05,0.5620689655172414,67
0.0002567678788077578,2.5094238379259546e-05,2.7517549950491265e-05,0.00041651785549906106,1.887391822135097e-05,1.0223183675670471e-05,0.08000858696126677,6.754866762018759e-05,0.5620689655172414,68
0.0002721647532716559,2.6593884047346952e-05,2.9160239427263377e-05,0.00044135846317322236,2.043359717856942e-05,1.0834222036007539e-05,0.08007388412632094,7.158417757629237e-05,0.5620689655172414,69
0.00028843378654338283,2.818510096538124e-05,3.090586052018283e-05,0.00046775882637898643,2.2122162910704494e-05,1.1482118130125439e-05,0.08014330483729735,7.586070867362421e-05,0.5620689655172414,70
0.00030564169880843787,2.9866329638485716e-05,3.2749495821041025e-05,0.0004956835459529138,2.3950266199874856e-05,1.216949180979322e-05,0.08021692167521587,8.039136665559142e-05,0.5620689655172414,71
0.00032392025016206045,3.165555835821504e-05,3.470937816681869e-05,0.0005253171244457056,2.5929437974046673e-05,1.2895457306236518e-05,0.0802952374391637,8.519614359926655e-05,0.5620689655172414,72
0.00034326707497381667,3.354643743834641e-05,3.678188167858415e-05,0.0005567143868207138,2.8072162039411774e-05,1.3665382150999205e-05,0.08037838739801736,9.02930288104897e-05,0.5620689655172414,73
0.0003637890276498876,3.554872211920616e-05,3.898075627615726e-05,0.0005899905294384123,3.0391953823131972e-05,1.4483262495057945e-05,0.08046674054747802,9.568554170367309e-05,0.5620689655172414,74
0.0003855111862790713,3.7674484356923403e-05,4.131018030395538e-05,0.0006252441945808117,3.290344562312669e-05,1.5348384751682198e-05,0.08056057149710545,0.00010140231498437275,0.5620689655172414,75
0.00040856304819307255,3.992435925612852e-05,4.377675003293057e-05,0.0006626129849865829,3.5622478902624424e-05,1.626542668237136e-05,0.08066029284514169,0.00010746044291472553,0.5620689655172414,76
0.0004329723136940902,4.2312603686018144e-05,4.639339862538058e-05,0.0007022247834918779,3.856620421163472e-05,1.7237176623688952e-05,0.08076625430329035,0.00011388157631205487,0.5620689655172414,77
0.00045885192980178686,4.484286912107882e-05,4.916679195638945e-05,0.0007441546091428015,4.175318936560401e-05,1.826753418444108e-05,0.08087880398258765,0.00012069580854715013,0.5620689655172414,78
0.0004862886420755853,4.7516808662791e-05,5.210351022236499e-05,0.0007886536203313632,4.520353656360243e-05,1.9358647909913522e-05,0.08099845027422645,0.00012790090965142205,0.5620689655172414,79
0.0005153218346261921,5.035820406241966e-05,5.521871586997071e-05,0.0008357798518089168,4.893900918477494e-05,2.051757232368671e-05,0.08112555575059262,0.00013555111225495666,0.5620689655172414,80
0.0005460730251089557,5.3376130742683354e-05,5.851431797281612e-05,0.0008857598216484367,5.298316906283709e-05,2.1741724053639125e-05,0.08126063271238816,0.00014363976931746242,0.5620689655172414,81
0.0005787589288270929,5.655790358573706e-05,6.201091704356333e-05,0.0009386719198240609,5.736152510448679e-05,2.3043487914741696e-05,0.08140422960641024,0.00015223860304988394,0.5620689655172414,82
0.0006133312176921575,5.993921677760751e-05,6.57223754417264e-05,0.0009947666760039807,6.210169418915616e-05,2.4414685657674833e-05,0.08155678471544076,0.00016131927972775029,0.5620689655172414,83
0.0006499921545191764,6.35041582608228e-05,6.965644081993626e-05,0.0010541493693824687,6.723357536499336e-05,2.5875145492650055e-05,0.08171887664983576,0.00017095925791478785,0.5620689655172414,84
0.0006887758529027845,6.731223738818776e-05,7.381321121938677e-05,0.0011170640289954296,7.278953843983151e-05,2.7426974008867028e-05,0.08189112141552651,0.00018117208794334817,0.5620689655172414,85
0.0007299501468913874,7.133237649542606e-05,7.822642784685574e-05,0.0011839727926719892,7.880462815669913e-05,2.9057420154572785e-05,0.08207453531149246,0.00019199524455598856,0.5620689655172414,86
0.0007735875988189477,7.559714966191933e-05,8.289117184405373e-05,0.0012547770488344808,8.53167852417281e-05,3.080369045879711e-05,0.08226941760391367,0.00020346819266147244,0.5620689655172414,87
0.0008197829281805063,8.009547407548956e-05,8.784411410199578e-05,0.0013295418175450744,9.236708571873862e-05,3.263896540327264e-05,0.08247624298798079,0.0002157086807639731,0.5620689655172414,88
0.000868727112697658,8.490092987846908e-05,9.309994547636923e-05,0.001408534235933586,0.00010000000000000002,3.4587178901716e-05,0.08269575366749088,0.0002285323388320504,0.5620689655172414,89
0.00016142874153839818,1.57730104768322e-05,1.729767967239378e-05,0.0002618059141862402,1e-05,6.4263856183047795e-06,0.0796062475689318,4.245352221397314e-05,0.593103448275862,90
0.00017104761866503426,1.6716631535715308e-05,1.8328809276824002e-05,0.0002773791281065322,1.0826367338740546e-05,6.811469429270891e-06,0.07964650739593349,4.498933904335235e-05,0.593103448275862,91
0.00018130007201348948,1.7713874655249755e-05,1.9422512257726473e-05,0.0002939539468823666,1.1721022975334803e-05,7.217101285070625e-06,0.07968939256919326,4.7677071733299243e-05,0.593103448275862,92
0.00019211886081981503,1.8774059187344262e-05,2.058668841558536e-05,0.0003115846810114837,1.2689610031679222e-05,7.648641538439761e-06,0.07973500438510488,5.053746551842158e-05,0.593103448275862,93
0.0002036019567435371,1.989736274186466e-05,2.1816883946248997e-05,0.00033025152305231483,1.373823795883263e-05,8.106728928281013e-06,0.0797834118702429,5.355448141734561e-05,0.593103448275862,94
0.00021577222810021605,2.10866124522759e-05,2.3121097554634273e-05,0.000349907628343782,1.4873521072935115e-05,8.590421147914662e-06,0.07983465346328397,5.6751838882156725e-05,0.593103448275862,95
0.00022866970511414497,2.2345190909993476e-05,2.450162256984115e-05,0.000370811908095305,1.610262027560939e-05,9.103846418815752e-06,0.0798891695754151,6.0149498564189956e-05,0.593103448275862,96
0.00024233573421031092,2.3682083049857255e-05,2.5967721650472067e-05,0.0003930262764047731,1.743328822199988e-05,9.648087639172188e-06,0.0799471421796509,6.373867203362698e-05,0.593103448275862,97
0.00025680687400158963,2.509682725891198e-05,2.751552816971757e-05,0.0004164993433804282,1.887391822135097e-05,1.022352235815766e-05,0.0800085927729092,6.754048940945778e-05,0.593103448275862,98
0.000272175738630362,2.659699032988767e-05,2.9160199849510864e-05,0.0004414347414997249,2.043359717856942e-05,1.0833757796169984e-05,0.08007398958804902,7.15788199004631e-05,0.593103448275862,99
0.00028840582787717994,2.8185048947674712e-05,3.0907949096735164e-05,0.0004677573705599787,2.2122162910704494e-05,1.1482644395559936e-05,0.0801432794077597,7.585803833118057e-05,0.593103448275862,100
0.00030565369630953165,2.9867883914800627e-05,3.2751075636722165e-05,0.0004956952597230045,2.3950266199874856e-05,1.2168112296500923e-05,0.08021695515976941,8.039532075841727e-05,0.593103448275862,101
0.00032390746947498245,3.165362960900531e-05,3.47076999741201e-05,0.0005253784023900692,2.5929437974046673e-05,1.289464481515452e-05,0.08029529751897574,8.519994483357861e-05,0.593103448275862,102
0.0003432745147100946,3.3546194693027034e-05,3.6782770497376535e-05,0.0005567040989634089,2.8072162039411774e-05,1.3666342321468704e-05,0.08037837596147836,9.028450583213512e-05,0.593103448275862,103
0.00036377147468560255,3.554857241846099e-05,3.898018850706415e-05,0.000589993542457142,3.0391953823131972e-05,1.4482249136373452e-05,0.08046671452323358,9.56773061018741e-05,0.593103448275862,104
0.0003855217170236986,3.767406698996551e-05,4.1309607629206445e-05,0.000625243868162163,3.290344562312669e-05,1.5348393736527726e-05,0.08056057982882127,0.00010140304027641802,0.593103448275862,105
0.00040857841518013966,3.992572308479629e-05,4.3775357349970985e-05,0.0006625929968512447,3.5622478902624424e-05,1.6265304077681848e-05,0.08066028481962152,0.00010746358114307168,0.593103448275862,106
0.00043295209841671804,4.231507979653695e-05,4.6393597232887075e-05,0.0007021994477192448,3.856620421163472e-05,1.7236622689374133e-05,0.0807662085369768,0.0001138830749102414,0.593103448275862,107
0.000458861281786025,4.483898975809497e-05,4.9166022463169206e-05,0.0007442155077339129,4.175318936560401e-05,1.8266083241860268e-05,0.0808788610355993,0.00012068131999194457,0.593103448275862,108
0.0004862412058800114,4.7522452313934764e-05,5.2102821685433734e-05,0.0007886516315827163,4.520353656360243e-05,1.936153667959033e-05,0.08099840838918243,0.00012789104492253242,0.593103448275862,109
0.0005152918355438764,5.03534209298507e-05,5.521811580073115e-05,0.0008356934933753189,4.893900918477494e-05,2.0515584282990326e-05,0.08112539602148452,0.000135544945995107,0.593103448275862,110
0.0005461217236060191,5.337338430090646e-05,5.8518268484869554e-05,0.000885751218566394,5.298316906283709e-05,2.173719566964294e-05,0.08126067293934706,0.000143651414012361,0.593103448275862,111
0.000578770936683425,5.655882936408805e-05,6.20079571690721e-05,0.000938564540687448,5.736152510448679e-05,2.3039772414695285e-05,0.08140406480073194,0.00015221474234258897,0.593103448275862,112
0.0006132718650194253,5.993955358761915e-05,6.571524033940203e-05,0.0009947331364256946,6.210169418915616e-05,2.4415076093098242e-05,0.08155670478986168,0.000161348969778319,0.593103448275862,113
0.0006500011337130579,6.351272752545114e-05,6.964951242022422e-05,0.0010540341850819547,6.723357536499336e-05,2.5872683122762512e-05,0.08171873567354368,0.0001709604429387224,0.593103448275862,114
0.0006888871348103376,6.731424784882377e-05,7.381132315335775e-05,0.0011172350635462636,7.278953843983151e-05,2.7418501136257502e-05,0.08189141049872709,0.00018116248894123544,0.593103448275862,115
0.0007299132402872167,7.133354880811916e-05,7.821935106052029e-05,0.0011840934958409583,7.880462815669913e-05,2.9056041969598076e-05,0.08207466417120778,0.00019202081654259013,0.593103448275862,116
0.000773612599013431,7.559883023874042e-05,8.2894679378516e-05,0.0012546600504280377,8.53167852417281e-05,3.079508240919803e-05,0.08226925644067044,0.0002034444376623205,0.593103448275862,117
0.0008197950927608343,8.009925560869901e-05,8.784967697271582e-05,0.0013296703791828657,9.236708571873862e-05,3.264152749944676e-05,0.08247636425649914,0.00021563758407455857,0.593103448275862,118
0.0008688933062186202,8.491494657172379e-05,9.309117574473769e-05,0.0014088817160663048,0.00010000000000000002,3.458842767637693e-05,0.08269632491897978,0.00022850028616215495,0.593103448275862,119
0.00016145065266361968,1.5775604783802432e-05,1.7294212636513348e-05,0.0002617800734137115,1e-05,6.426524641890817e-06,0.07960623528972703,4.2455332690112126e-05,0.6241379310344828,120
0.00017106597703767855,1.6717666744817054e-05,1.8329552873251107e-05,0.00027738581591383113,1.0826367338740546e-05,6.810722071735825e-06,0.07964653432374386,4.498876983437004e-05,0.6241379310344828,121
0.0001812926097308642,1.7715923356384478e-05,1.9427029966045008e-05,0.0002940305838384224,1.1721022975334803e-05,7.216432443064277e-06,0.07968951175716332,4.769270131455542e-05,0.6241379310344828,122
0.00019211496178599285,1.8773598514627292e-05,2.0586528507900457e-05,0.0003115976289177269,1.2689610031679222e-05,7.647202063877835e-06,0.0797350102100777,5.053567994207338e-05,0.6241379310344828,123
0.00020359308188071135,1.989643180899316e-05,2.1814182336367953e-05,0.00033018426521674426,1.373823795883263e-05,8.105509322206099e-06,0.0797833020425936,5.3549373020834624e-05,0.6241379310344828,124
0.00021576598018744448,2.108273692057736e-05,2.311891756824095e-05,0.00034993469712396813,1.4873521072935115e-05,8.590160942297228e-06,0.07983467115511346,5.6753863951247284e-05,0.6241379310344828,125
0.00022866159534985423,2.2347555437925368e-05,2.450113884364966e-05,0.00037081423762143134,1.610262027560939e-05,9.101766957858872e-06,0.0798891635670524,6.01500183399379e-05,0.6241379310344828,126
0.00024235628506486074,2.3680977145153837e-05,2.5963174358996295e-05,0.00039299310723749434,1.743328822199988e-05,9.647230398365985e-06,0.07994710747096867,6.374051119960947e-05,0.6241379310344828,127
0.00025685029456494203,2.5097029230564957e-05,2.751740605044751e-05,0.0004164702548716441,1.887391822135097e-05,1.0223714283375938e-05,0.08000860221687885,6.75405197028192e-05,0.6241379310344828,128
0.0002721743350410112,2.659384993619345e-05,2.916202212874216e-05,0.0004413665708565,2.043359717856942e-05,1.0834737103532103e-05,0.0800738976321456,7.157423411634366e-05,0.6241379310344828,129
0.0002884198266351691,2.8185434446233775e-05,3.090360090347565e-05,0.00046776272095801837,2.2122162910704494e-05,1.148232770685507e-05,0.08014329208429515,7.586015337168931e-05,0.6241379310344828,130
0.0003056430835789036,2.9867908123304735e-05,3.275328376667374e-05,0.0004957276321455132,2.3950266199874856e-05,1.2167638516550574e-05,0.08021699072942541,8.039622780381919e-05,0.6241379310344828,131
0.0003238909245256647,3.1654464653606334e-05,3.470876334564492e-05,0.0005252997948871806,2.5929437974046673e-05,1.2895265328013605e-05,0.08029518842991458,8.520028638356748e-05,0.6241379310344828,132
0.00034328834632638713,3.3545977112701614e-05,3.678372582122619e-05,0.0005567023017271455,2.8072162039411774e-05,1.3665864613961355e-05,0.08037839301945632,9.028969193793446e-05,0.6241379310344828,133
0.0003637892002884273,3.5549252476642784e-05,3.8980090868910896e-05,0.0005899752337899484,3.0391953823131972e-05,1.4483118881177394e-05,0.08046672070880737,9.56856749173743e-05,0.6241379310344828,134
0.0003855325983445055,3.767550614277418e-05,4.130759673140292e-05,0.0006252474551234498,3.290344562312669e-05,1.534702620345715e-05,0.08056058919025286,0.0001014027644649068,0.6241379310344828,135
0.000408548001231409,3.992469912814965e-05,4.377880714009415e-05,0.0006625629401993651,3.5622478902624424e-05,1.626442771917464e-05,0.0806602190640299,0.00010746136577081009,0.6241379310344828,136
0.0004329747587333028,4.231386300040905e-05,4.639114045870018e-05,0.0007022289111761056,3.856620421163472e-05,1.7237348136710904e-05,0.08076625427640156,0.00011387670436145293,0.6241379310344828,137
0.00045884100958027145,4.4839719046690274e-05,4.9168032620582296e-05,0.0007441801877741912,4.175318936560401e-05,1.8268026890411903e-05,0.08087882424638053,0.00012069606277404788,0.6241379310344828,138
0.0004862691834394416,4.7522143692361365e-05,5.210695698446144e-05,0.0007885555547493573,4.520353656360243e-05,1.9358067207043214e-05,0.08099831877989336,0.00012789597873873133,0.6241379310344828,139
0.00051535381710462,5.036099288809508e-05,5.5217165878923854e-05,0.0008357681800730898,4.893900918477494e-05,2.0514994901683892e-05,0.0811255538943579,0.0001355395687411707,0.6241379310344828,140
0.0005461111149182939,5.336177237107531e-05,5.852019439216279e-05,0.0008857325235658466,5.298316906283709e-05,2.1742191850444632e-05,0.08126061691718603,0.00014363581984964572,0.6241379310344828,141
0.0005787495669043734,5.65536038199817e-05,6.201473823511802e-05,0.0009384192120921027,5.736152510448679e-05,2.304098583855306e-05,0.08140387682676468,0.00015222169682136693,0.6241379310344828,142
0.0006132635022698264,5.993347359674766e-05,6.571428665325173e-05,0.000994707561888281,6.210169418915616e-05,2.4417269835951665e-05,0.08155659121601837,0.00016128992257654113,0.6241379310344828,143
0.0006499433325080152,6.351444867828074e-05,6.965208315211017e-05,0.0010539955612711598,6.723357536499336e-05,2.5873389116147203e-05,0.08171864138670912,0.00017095911370663115,0.6241379310344828,144
0.000688814566385877,6.731793152175653e-05,7.379602499251339e-05,0.0011172051476252968,7.278953843983151e-05,2.742231909776409e-05,0.08189129071942987,0.00018116606057222792,0.6241379310344828,145
0.0007299829011981608,7.133530688377484e-05,7.822310500167498e-05,0.001183875586090257,7.880462815669913e-05,2.9063520154394057e-05,0.08207448534633777,0.0001920207343127873,0.6241379310344828,146
